Token	POS-Tag	Sentence
repetidamente	ADV	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
os	DET	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
golpes	NOUN	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
se	PRON	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
tinham	AUX	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
repetido	VERB	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
,	PUNCT	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
quando	ADV	Seis vezes e repetidamente os golpes se tinham repetido, quando Flo­rinda em pranto arrancou o açoite da mão de seu pai.
Simeão	PROPN	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
recebera	VERB	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
as	DET	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
chicotadas	NOUN	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
imóvel	NOUN	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
,	PUNCT	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
sem	SCONJ	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
soltar	VERB	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
um	DET	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
gemido	NOUN	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
,	PUNCT	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
sem	ADP	Simeão recebera as chicotadas imóvel, sem soltar um gemido, sem der­ramar uma lágrima, e sem pronunciar uma só palavra de arrependimento ou desculpa, e quando privado do açoite Domingos Caetano o ameaçava ainda, ele com os olhos turvos e como em olhar febril mediu de alto a bai­xo o senhor que tão justamente o castigara, e a senhora-moça que tão pie­dosa correra a poupá-lo a maior e bem merecida punição.
Foi	SCONJ	Foi nesse dia que se desenvolveu o ódio do escravo.
nesse	DET	Foi nesse dia que se desenvolveu o ódio do escravo.
dia	NOUN	Foi nesse dia que se desenvolveu o ódio do escravo.
que	PRON	Foi nesse dia que se desenvolveu o ódio do escravo.
se	PRON	Foi nesse dia que se desenvolveu o ódio do escravo.
desenvolveu	VERB	Foi nesse dia que se desenvolveu o ódio do escravo.
o	DET	Foi nesse dia que se desenvolveu o ódio do escravo.
ódio	NOUN	Foi nesse dia que se desenvolveu o ódio do escravo.
do	DET	Foi nesse dia que se desenvolveu o ódio do escravo.
escravo	NOUN	Foi nesse dia que se desenvolveu o ódio do escravo.
.	PUNCT	Foi nesse dia que se desenvolveu o ódio do escravo.
O	DET	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
ingrato	NOUN	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
se	PRON	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
tornou	VERB	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
odiento	NOUN	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
e	CCONJ	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
inimigo	NOUN	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
figadal	ADJ	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
de	ADP	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
seus	DET	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
benfeitores	NOUN	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
.	PUNCT	O ingrato se tornou odiento e inimigo figadal de seus benfeitores.
Até	ADP	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
os	DET	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
dezenove	NUM	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
anos	NOUN	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
corpo	NOUN	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
virgem	ADJ	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
de	ADP	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
castigos	NOUN	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
,	PUNCT	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
Simeão	PROPN	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
vira	VERB	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
enfim	ADV	Até os dezenove anos corpo virgem de castigos, Simeão vira enfim rea­lizada a sua terrível e sombria apreensão: também ele tinha provado o açoite da escravidão.
O	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
pervertido	ADJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
crioulo	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
não	ADV	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
pesou	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
nem	CCONJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
por	ADP	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
instantes	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
as	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
proporções	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
do	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
desrespeito	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
audacioso	ADJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	PUNCT	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
da	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
injúria	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
com	ADP	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
que	PRON	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ofendera	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	ADP	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
senhora-moça	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	PUNCT	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
não	ADV	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
se	PRON	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
lembrou	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
da	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
reincidência	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
do	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
seu	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
crime	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
de	ADP	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
furto	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	PUNCT	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
esqueceu	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	PUNCT	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
desprezou	VERB	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
o	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
generoso	ADJ	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
movimento	NOUN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
com	ADP	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
que	PRON	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
Florinda	PROPN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
o	DET	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
acudira	PROPN	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
