Token	Sentença
##ceu	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
despre	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##zo	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##u	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
o	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
gener	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##oso	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
movimento	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
com	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
que	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
Flor	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##inda	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
o	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ac	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##ud	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##ira	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
nem	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
mesmo	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
parece	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##u	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ter	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
idéia	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
da	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
dor	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
das	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ch	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##ico	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##tadas	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
;	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
mas	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
seus	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
olhos	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
só	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
e	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
inc	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##essa	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##nte	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
se	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
mostrava	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
imagem	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
do	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
aço	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##ite	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
quando	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ati	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##rado	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
no	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
ar	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
cair	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
-	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
lhe	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
sobre	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
as	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
esp	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##á	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##dua	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
##s	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
,	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
e	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
a	O pervertido crioulo não pesou nem por instantes as proporções do desrespeito audacioso, da injúria com que ofendera a senhora-moça, não se lembrou da reincidência do seu crime de furto, esqueceu, desprezou o generoso movimento com que Florinda o acudira, nem mesmo pareceu ter idéia da dor das chicotadas; mas a seus olhos só e incessante se mostra­va a imagem do açoite, quando atirado no ar, a cair-lhe sobre as espáduas, e a imprimir-lhe nas espáduas a marca da última abjeção.
